Wikidata ID,WD CY,WD EN,WLC CY,WLC EN,Authority / Area,Settlement type
Q13644939,Llanrhystud,Llanrhystud,Llanrhystud,Llanrhystud,Ceredigion,village
Q3401562,Llanrug,Llanrug,Llanrug,Llanrug,Gwynedd,community
Q2233618,Llanrwst,Llanrwst,Llanrwst,Llanrwst,Llanrwst,town
Q24664776,Llanrwst,Llanrwst,,,Conwy County Borough,community
Q6661743,Llansadwrn,Llansadwrn,Llansadwrn,Llansadwrn,Carmarthenshire,village
Q13644942,Llansadwrn,Llansadwrn,Llansadwrn,Llansadwrn,Anglesey,village
Q13129668,Llansadyrnin,Llansadyrnin,Llansadyrnin,Llansadyrnin,Carmarthenshire,hamlet
Q6661746,Llansamlet,Llansamlet,Llansamlet,Llansamlet,City and County of Swansea,suburb
Q5197239,Llansanffraid Cwmdeuddwr,Cwmdauddwr,Llansanffraid Cwmteuddwr,Llansanffraid Cwmteuddwr,Powys,village
Q5566589,Llansanffraid Glan Conwy,Llansanffraid Glan Conwy,Llansanffraid Glan Conwy,Llansanffraid Glan Conwy,Conwy County Borough,village
Q6661749,Llansanffraid Glyndyfrdwy,Llansanffraid Glyndyfrdwy,,,Denbighshire,village
Q7587366,Llansanffraid Gwynllŵg,St. Brides Wentloog,Llansanffraid Gwynllŵg,St Brides Wentloog,City of Newport,hamlet
Q25172113,Llansanffraid-ar-Elái,St. Brides-super-Ely,Llansanffraid-ar-Elái,St Brides-super-Ely,Vale of Glamorgan,hamlet
Q7592711,Llansanffraid-ar-Ogwr,St Bride's Minor,,,Bridgend County Borough,community
Q3395924,Llansanffraid-ym-Mechain,Llansanffraid-ym-Mechain,Llansanffraid-ym-Mechain,Llansanffraid-ym-Mechain,Powys,village
Q3406313,Llansannan,Llansannan,Llansannan,Llansannan,Conwy County Borough,village
Q36789652,Llansantffraed,Llansantffraed,,,Monmouthshire,village
Q6661758,Llansantffraed (Aberhonddu),Llansantffraed,Llansanffraid,Llansanffraid,Tal-y-bont on Usk,hamlet
Q13129673,Llansantffraed-yn-Elfael,Llansantffraed-in-Elwel,,,Powys,village
Q6661753,Llansantffraid,Llansantffraid,Llansanffraid,Llansanffraid,Ceredigion,village
Q13129671,Llansantffraid (cymuned),Llansantffraid,,,Powys,community
Q5572835,Llansantffraid Glyn Ceiriog,Llansantffraid Glyn Ceiriog,,,Wrexham County Borough,community
Q13644943,Llansanwyr,Llansannor,Llansanwyr,Llansannor,Vale of Glamorgan,hamlet
Q1858117,Llansawel,Briton Ferry,Llansawel,Briton Ferry,Neath Port Talbot County Borough,town
Q3406111,Llansawel,Llansawel,Llansawel,Llansawel,Carmarthenshire,village
Q6661767,Llansbyddid,Llanspyddid,Llansbyddid,Llansbyddid,Powys,village
Q6661768,Llansilin,Llansilin,Llansilin,Llansilin,Powys,village
Q6661771,Llanstadwel,Llanstadwell,Llanstadwel,Llanstadwell,Pembrokeshire,village
Q13644944,Llansteffan,Llansteffan,Llansteffan,Llansteffan,Carmarthenshire,village
Q20594290,"Llansteffan, Powys",Llansteffan,Llansteffan,Llansteffan,Glasbury,hamlet
Q107032655,Llanteems,Llanteems,Llanteems,Llanteems,Monmouthshire,hamlet
Q17264723,Llantood,Llantood,,,Pembrokeshire,village
Q6661804,Llantrisant,Llantrisant,Llantrisant,Llantrisant,Monmouthshire,hamlet
Q2330789,Llantrisant,Llantrisant,Llantrisant,Llantrisant,Rhondda Cynon Taf,town
Q24343086,Llantrisant Fawr,Llantrisant Fawr,,,Monmouthshire,community
Q11138487,"Llantrisant, Ynys Môn",Llantrisant,Llantrisant,Llantrisant,Anglesey,hamlet
Q21999685,Llantrithyd,Llantrithyd,Llantriddyd,Llantriddyd,Vale of Glamorgan,hamlet
Q3402425,Llanuwchllyn,Llanuwchllyn,Llanuwchllyn,Llanuwchllyn,Gwynedd,village
Q8031703,Llanwarw,Wonastow,Llanwarw,Wonastow,Monmouthshire,hamlet
Q14702005,Llanwddyn,Llanwddyn,Llanwddyn,Llanwddyn,Powys,village
Q6661860,Llanwenarth,Llanwenarth,Llanwenarth,Llanwenarth,Monmouthshire,village
Q15963885,Llanwenog,Llanwenog,Llanwenog,Llanwenog,Ceredigion,community
Q6661877,Llanwinio,Llanwinio,Llanwinio,Llanwinio,Carmarthenshire,community
Q6661884,Llanwnda,Llanwnda,Llanwnda,Llanwnda,Pembrokeshire,hamlet
Q3400157,Llanwnda,Llanwnda,Llanwnda,Llanwnda,Gwynedd,community
Q15963900,Llanwnnen,Llanwnnen,Llanwnnen,Llanwnnen,Ceredigion,village
Q6661879,Llanwnnog,Llanwnnog,Llanwnnog,Llanwnnog,Powys,village
Q6661893,Llanwrda,Llanwrda,Llanwrda,Llanwrda,Carmarthenshire,village
Q13644946,Llanwrin,Llanwrin,Llanwrin,Llanwrin,Powys,hamlet
Q6661895,Llanwrthwl,Llanwrthwl,Llanwrthwl,Llanwrthwl,Powys,village
Q2214089,Llanwrtyd,Llanwrtyd Wells,Llanwrtyd,Llanwrtyd Wells,Llanwrtyd Wells,town
Q15242569,Llanwrtyd,Llanwrtyd,,,Brecknockshire,village
Q24663465,Llanwrtyd Wells,Llanwrtyd Wells,,,Powys,community
Q13129674,Llanwyddelan,Llanwyddelan,Llanwyddelan,Llanwyddelan,Powys,hamlet
Q8030603,Llanwynell,Wolvesnewton,Llanwynell,Wolvesnewton,Monmouthshire,hamlet
Q17715131,Llanwynno,Llanwonno,Llanwynno,Llanwynno,Ynysybwl and Coed-y-cwm,village
Q6661835,Llanwytherin,Llanvetherine,Llanwytherin,Llanvetherine,Monmouthshire,parish
Q2044159,Llanybydder,Llanybydder,Llanybydder,Llanybydder,Carmarthenshire,community
Q20594376,Llanycefn,Llanycefn,Llan-y-cefn,Llan-y-cefn,Pembrokeshire,parish
Q20064474,Llanychaer,Llanychaer,Llanychâr,Llanychâr,Pembrokeshire,hamlet
Q6661917,Llanychan,Llanychan,,,Denbighshire,village
Q14508553,Llanycil,Llanycil,Llanycil,Llanycil,Gwynedd,community
Q6661911,Llanycrwys,Llanycrwys,Llan-y-crwys,Llan-y-crwys,Carmarthenshire,community
Q3402405,Llanymawddwy,Llanymawddwy,Llanymawddwy,Llanymawddwy,Gwynedd,hamlet
Q651733,Llanymddyfri,Llandovery,Llanymddyfri,Llandovery,Carmarthenshire,community
Q3397480,Llanymynech,Llanymynech,Llanymynech,Llanymynech,Llanymynech and Pant,village
Q6661918,Llanynghenedl,Llanynghenedl,Llanynghenedl,Llanynghenedl,Anglesey,village
Q13129677,Llanynys,Llanynys,Llanynys,Llanynys,Denbighshire,community
Q6661924,Llanyrafon,Llanyrafon,Llanyrafon,Llanyrafon,Torfaen,suburb
Q1866857,Llanystumdwy,Llanystumdwy,Llanystumdwy,Llanystumdwy,Gwynedd,community
Q20594396,Llanywern,Llanywern,Llan-y-wern,Llan-y-wern,Powys,hamlet
Q11130142,Llawr-y-glyn,Llawryglyn,Llawr-y-glyn,Llawr-y-glyn,Powys,village
Q107032657,Llecheiddior,Llecheiddior,Llecheiddior,Llecheiddior,Gwynedd,territory
Q6661962,Llechfaen,Llechfaen,,,Powys,village
Q16033789,Llechgynfarwy,Llechgynfarwy,Llechgynfarwy,Llechgynfarwy,Isle of Anglesey,hamlet
Q6661964,Llechryd,Llechryd,Llechryd,Llechryd,Ceredigion,village
Q107032658,Llechryd,Llechryd,Llechryd,Llechryd,Caerphilly County Borough,hamlet
Q20594549,Llechrydau,Llechrydau,,,Glyntraian,hamlet
Q13129688,Llechylched,Llechylched,Llechylched,Llechylched,Anglesey,village
Q13644947,Lledrod,Lledrod,Lledrod,Lledrod,Ceredigion,village
Q20594612,"Lledrod, Powys",Lledrod,Lledrod,Lledrod,Powys,village
Q16103618,Lledwigan,Lledwigan,,,Anglesey,village
Q15987536,Lletem-ddu,Llettum-ddu,,,Ceredigion,village
Q107032659,Llethryd,Llethryd,Llethryd,Llethryd,City and County of Swansea,territory
Q20594733,Llety-Gwilym,Llety-Gwilym,,,Powys,village
Q107032660,Lletybrongu,Lletybrongu,Lletybrongu,Lletybrongu,Bridgend County Borough,hamlet
Q20594757,Lletygynfach,Lletygynfach,,,Powys,village
Q107032661,Llidiadnennog,Llidiadnennog,Llidiadnennog,Llidiadnennog,Carmarthenshire,hamlet
Q107032663,Llidiard,Litchard,Llidiard,Litchard,Bridgend County Borough,suburb
Q24182555,Llidiardau,Llidiardau,Llidiardau,Llidiardau,Gwynedd,hamlet
Q25556309,Llidiart Annie,Llidiart Annie,Llidiart Annie,Llidiart Annie,Denbighshire,hamlet
Q107032664,Llidiart y Barwn,Llidiart y Barwn,Llidiart y Barwn,Llidiart y Barwn,Gwynedd,landform
Q20594843,Llidiart-y-Parc,Llidiart-y-parc,Llidiart-y-parc,Llidiart-y-parc,Denbighshire,village
Q20594853,Llidiartywaun,Llidiartywaun,,,Powys,village
Q285412,Llithfaen,Llithfaen,Llithfaen,Llithfaen,Gwynedd,village
Q21030636,Lloc,Lloc,Lloc,Lloc,Flintshire,village
Q107032665,Llong,Llong,Llong,Llong,Argoed,hamlet
Q6662218,Llowes,Llowes,Llowes,Llowes,Powys,village
Q20595049,Lluest,Lluest,,,Powys,village
Q20595057,Llundain Bach,Little London,,,Llandinam,hamlet
Q15923995,Llundain-fach,Llundain-fach,Llundain-fach,Llundain-fach,Ceredigion,hamlet
Q6662896,Llwchwr,Llwchwr,,,City and County of Swansea,community
Q6662903,Llwydcoed,Llwydcoed,Llwydcoed,Llwydcoed,Rhondda Cynon Taf,village
Q20595199,Llwydiarth,Llwydiarth,,,Powys,village
Q16103616,Llwydiarth-Esgob,Llwydiarth-Esgob,,,Anglesey,village
Q4915734,Llwyn Fedw,"Birchgrove, Cardiff",Llwynbedw,Birchgrove,,suburb
Q61052446,Llwyn Onn,The Ash Grove,,,Powys,village
Q20595278,Llwyn-derw,Llwyn-derw,,,Llanidloes Without,hamlet
Q107032671,Llwyn-drain,Llwyn-drain,Llwyn-drain,Llwyn-drain,Pembrokeshire,hamlet
Q107032672,Llwyn-du,Llwyn-du,Llwyn-du,Llwyn-du,Monmouthshire,hamlet
Q20595287,Llwyn-Gwern,Llwyn-Gwern,Llwyn-gwern,Llwyn-gwern,Powys,village
Q81663938,Llwyn-mawr,Llwynmawr,Llwyn-mawr,Llwyn-mawr,Wrexham County Borough,village
Q107032676,Llwyn-onn,Llwyn-onn,Llwyn-onn,Llwyn-onn,Wrexham County Borough,human settlement
Q107032675,Llwyn-onn,Llwyn-onn,Llwyn-onn,Llwyn-onn,Merthyr Tydfil County Borough,hamlet
Q20595310,Llwyn-Petre,Llwyn-Petre,,,Powys,village
Q107032677,Llwyn-teg,Llwyn-teg,Llwyn-teg,Llwyn-teg,Carmarthenshire,hamlet
Q13129719,"Llwyn-y-brain, Llanymddyfri",Llwyn-y-brain,Llwyn-y-brain,Llwyn-y-brain,Carmarthenshire,village
Q107032678,Llwyn-y-gog,Llwyn-y-gog,Llwyn-y-gog,Llwyn-y-gog,Powys,human settlement
Q15921360,Llwyn-y-groes,Llwyn-y-groes,Llwyn-y-groes,Llwyn-y-groes,Ceredigion,village
Q24670702,Llwyn-y-Pia,Llwyn-y-Pia,,,Rhondda Cynon Taf,community
Q107032679,Llwyn-yr-hwrdd,Llwyn-yr-hwrdd,Llwyn-yr-hwrdd,Llwyn-yr-hwrdd,Pembrokeshire,territory
Q107032668,Llwyncelyn,Llwyncelyn,Llwyncelyn,Llwyncelyn,Pembrokeshire,village
Q13129726,Llwyncelyn,Llwyncelyn,Llwyncelyn,Llwyncelyn,Ceredigion,village
Q6662909,Llwyncelyn,Llwyncelyn,Llwyncelyn,Llwyncelyn,Rhondda Cynon Taf,village
Q107032666,Llwyncelyn,Hollybush,Llwyncelyn,Hollybush,Argoed,village
Q107032669,Llwyncelyn,Llwyncelyn,Llwyncelyn,Llwyncelyn,Monmouthshire,hamlet
Q13129724,Llwyndafydd,Llwyndafydd,Llwyndafydd,Llwyndafydd,Ceredigion,hamlet
Q107032670,Llwynderw,Llwynderw,Llwynderw,Llwynderw,Welshpool,hamlet
Q69031248,Llwyndyrys,Llwyndyrys,Llwyndyrys,Llwyndyrys,Pwllheli,hamlet
Q47494430,Llwyneinion,Llwyneinion,Llwyneinion,Llwyneinion,Wrexham County Borough,hamlet
Q7594076,Llwyneliddon,St Lythans,Llwyneliddon,St Lythans,Vale of Glamorgan,hamlet
Q6662914,Llwyngwril,Llwyngwril,Llwyngwril,Llwyngwril,Gwynedd,village
Q107032673,Llwynhelyg,Withybush,Llwynhelyg,Withybush,Pembrokeshire,suburb
Q6662916,Llwynhendy,Llwynhendy,Llwynhendy,Llwynhendy,Carmarthenshire,village
Q107032674,Llwynhudol,Llwynhudol,Llwynhudol,Llwynhudol,Gwynedd,village
Q20595362,Llwyni,Lloyney,Llwyni,Lloyney,Powys,hamlet
Q6662915,Llwynypia,Llwynypia,Llwynypia,Llwynypia,Llwyn-y-Pia,village
Q20595412,Llyfnant,Llyfnant,,,Powys,village
Q20596536,Llyndu,Llyndu,,,Powys,village
Q16033787,Llynfaes,Llynfaes,Llynfaes,Llynfaes,Anglesey,village
Q7163104,Llynpenmaen,Penmaenpool,Llynpenmaen,Penmaen-pŵl,Gwynedd,hamlet
Q16245967,Llys Bedydd,Bettisfield,Bettisfield,Bettisfield,Wrexham County Borough,village
Q6647290,Llys-faen,Lisvane,Llys-faen,Lisvane,City and County of Cardiff,district
Q6662967,Llys-wen,Llyswen,Llys-wen,Llys-wen,Powys,village
Q18160658,Llys-y-frân,Llys-y-frân,Llys-y-frân,Llys-y-frân,New Moat,village
Q6662962,Llysdinam,Llysdinam,,,Powys,village
Q6662969,Llysfaen,Llysfaen,Llysfaen,Llysfaen,Conwy County Borough,village
Q6662971,Llyswyrny,Llysworney,Llyswyrny,Llysworney,Vale of Glamorgan,village
Q6647291,Llyswyry,Liswerry,Llyswyry,Lliswerry,City of Newport,community
Q6662982,Llywel,Llywel,Llywel,Llywel,Powys,community
Q15987471,Llywernog,Llywernog,Llywernog,Llywernog,Ceredigion,hamlet
Q107032681,Lock's Common,Lock's Common,Lock's Common,Lock's Common,Bridgend County Borough,territory
Q15987539,Logau-las,Logau-Las,,,Ceredigion,village
Q6667361,Loggerheads,Loggerheads,Loggerheads,Loggerheads,Denbighshire,hamlet
Q13129811,Login,Login,Login,Login,Carmarthenshire,hamlet
Q107032682,Lôn-las,Lôn-las,Lôn-las,Lôn-las,City and County of Swansea,suburb
Q20592822,Loveston,Loveston,Loveston,Loveston,Pembrokeshire,hamlet
Q107032683,Lower Common,Lower Common,Lower Common,Lower Common,Blaenau Gwent County Borough,suburb
Q20592833,Lower Freystrop,Lower Freystrop,Lower Freystrop,Lower Freystrop,Pembrokeshire,hamlet
Q107032684,Lowlands,Lowlands,Lowlands,Lowlands,Torfaen,suburb
Q107032685,Lunnon,Lunnon,Lunnon,Lunnon,City and County of Swansea,hamlet
Q6707508,Lydart,Lydart,Lydart,Lydart,Monmouthshire,hamlet
Q6707738,Lydstep,Lydstep Haven,Lydstep,Lydstep,Pembrokeshire,village
Q6723489,Machen,Machen,Machen,Machen,Caerphilly County Borough,village
Q6693578,Machen Isaf,Lower Machen,Machen Isaf,Lower Machen,Newport,hamlet
Q107032686,Machroes,Machroes,Machroes,Machroes,Gwynedd,village
Q675460,Machynlleth,Machynlleth,Machynlleth,Machynlleth,Powys,community
Q6723888,Machynys,Machynys,Machynys,Machynys,Carmarthenshire,village
Q20596867,Maddox Moor,Maddox Moor,Maddox Moor,Maddox Moor,Pembrokeshire,human settlement
Q106710708,Maelienydd,Maelienydd,Maelienydd,Maelienydd,Powys,hill
Q15987535,Maen-y-groes,Maen-y-groes,Maen-y-groes,Maen-y-groes,Ceredigion,village
Q6729222,Maenaddwyn,Maenaddwyn,Maenaddwyn,Maenaddwyn,Anglesey,hamlet
Q1883614,Maenan,Maenan,Maenan,Maenan,Llanddoged and Maenan,hamlet
Q6729228,Maenclochog,Maenclochog,Maenclochog,Maenclochog,Pembrokeshire,village
Q107032687,Maendy,Maendy,Maendy,Maendy,Vale of Glamorgan,hamlet
Q15243879,Maendy,Maindee,Maendy,Maendy,,district
Q20596946,Maengwynedd,Maengwynedd,,,Powys,village
Q107032688,Maenlle-gwaun,Maenlle-gwaun,Maenlle-gwaun,Maenlle-gwaun,Carmarthenshire,hamlet
Q107032689,Maenofferen,Maenofferen,Maenofferen,Maenofferen,Gwynedd,suburb
Q3402241,Maenorbŷr,Manorbier,Maenorbŷr,Manorbier,Pembrokeshire,village
Q6751430,Maenordeifi,Manordeifi,,,Pembrokeshire,village
Q6751431,Maenordeilo,Manordeilo,Maenordeilo,Maenordeilo,Carmarthenshire,village
Q6751428,Maenordeilo a Salem,Manordeilo and Salem,,,Carmarthenshire,community
Q6729249,Maentwrog,Maentwrog,Maentwrog,Maentwrog,Gwynedd,community
Q13129878,"Maerdy, Sir Gaerfyrddin",Maerdy,Maerdy,Maerdy,Carmarthenshire,human settlement
Q6773904,Maerun,Marshfield,Maerun,Marshfield,Newport,village
Q15987534,Maes-bangor,Maes-bangor,,,Ceredigion,village
Q5603927,Maes-glas,Greenfield,Maes-glas,Greenfield,Holywell,village
Q20597168,Maes-Gwyn,Maes-Gwyn,,,Powys,village
Q6729364,Maes-y-bont,Maesybont,Maes-y-bont,Maes-y-bont,Carmarthenshire,hamlet
Q107032691,Maes-y-coed,Woodfieldside,Maes-y-coed,Woodfieldside,Caerphilly County Borough,suburb
Q107032694,Maes-y-dre,Maes-y-dre,Maes-y-dre,Maes-y-dre,Wrexham County Borough,suburb
Q13129883,Maescar,Maescar,,,Powys,hamlet
Q6729298,Maesgeirchen,Maesgeirchen,Maesgeirchen,Maesgeirchen,Gwynedd,suburb
Q6729299,Maesglas,Maesglas,Maes-glas,Maes-glas,Gaer,suburb
Q107032690,Maesglasau,Maesglasau,Maesglasau,Maesglasau,Gwynedd,territory
Q6729303,Maeshafn,Maeshafn,Maes-hafn,Maes-hafn,Denbighshire,village
Q16282476,Maesllyn,Maesllyn,Maes-llyn,Maes-llyn,Ceredigion,hamlet
Q20597220,Maesmawr,Maesmawr,Maes-mawr,Maes-mawr,Powys,village
Q13129882,Maesmynys,Maesmynys,Maesmynys,Maesmynys,Powys,hamlet
Q2243637,Maesteg,Maesteg,Maesteg,Maesteg,Bridgend County Borough,town
Q15987533,Maestir,Maestir,,,Ceredigion,village
Q20597237,Maestregymer,Maestregymer,,,Powys,village
Q6729365,Maesycoed,Maesycoed,Maes-y-coed,Maes-y-coed,Rhondda Cynon Taf,village
Q107032693,Maesycrugiau,Maesycrugiau,Maesycrugiau,Maesycrugiau,Carmarthenshire,territory
Q107032692,Maesycrugiau,Maesycrugiau,Maesycrugiau,Maesycrugiau,Ceredigion,human settlement
Q6729370,Maesycwmwr,Maesycwmmer,Maesycwmwr,Maesycwmer,Caerphilly County Borough,village
Q3100165,Maesyfed,New Radnor,Maesyfed,New Radnor,New Radnor,village
Q24668068,Maesyfed,New Radnor,,,Powys,community
Q107032695,Maesyffynnon,Springfield,Maesyffynnon,Springfield,Caerphilly County Borough,human settlement
Q107032696,Maesygwartha,Maesygwartha,Maesygwartha,Maesygwartha,Monmouthshire,village
Q107032697,Maesymeillion,Maesymeillion,Maesymeillion,Maesymeillion,Ceredigion,hamlet
Q20597250,Maesypandy,Maesypandy,,,Powys,village
Q20597258,Maesyrhandir,Maesyrhandir,,,Newtown and Llanllwchaiarn,hamlet
Q107032698,Maesyronnen,Maesyronnen,Maesyronnen,Maesyronnen,Powys,human settlement
Q6732359,Magwyr,Magor,Magwyr,Magor,Monmouthshire,village
Q24361332,Magwyr gyda Gwndy,Magor with Undy,,,Monmouthshire,community
Q6735409,Maiden Wells,Maiden Wells,Maiden Wells,Maiden Wells,Pembrokeshire,village
Q6744311,Malltraeth,Malltraeth,Malltraeth,Malltraeth,Anglesey,village
Q6744334,Mallwyd,Mallwyd,Mallwyd,Mallwyd,Gwynedd,hamlet
Q6744584,"Malpas, Casnewydd",Malpas,Malpas,Malpas,City of Newport,suburb
Q6745630,Mamheilad,Mamhilad,Mamheilad,Mamheilad,Monmouthshire,hamlet
Q107032699,Man-moel,Man-moel,Man-moel,Man-moel,Caerphilly County Borough,hamlet
Q3285155,Manafon,Manafon,Manafon,Manafon,Powys,village
Q3405295,Mancot,Mancot,,,Flintshire,village
Q20597403,Manod,Manod,Manod,Manod,Gwynedd,suburb
Q27978193,Manorbier Newton,Manorbier Newton,Manorbier Newton,Manorbier Newton,Pembrokeshire,hamlet
Q50228969,Manorowen,Manorowen,Manorowen,Manorowen,Pembrokeshire,village
Q107032700,Manselfield,Manselfield,Manselfield,Manselfield,City and County of Swansea,village
Q6757051,Marchwiail,Marchwiel,Marchwiel,Marchwiel,Wrexham County Borough,village
Q6757972,Marcroes,Marcross,Marcroes,Marcross,Vale of Glamorgan,village
Q6759047,Marford,Marford,Marford,Marford,Wrexham County Borough,village
Q6759079,Margam,Margam,Margam,Margam,Neath Port Talbot County Borough,suburb
Q107032701,Marian,Marian,Marian,Marian,Flintshire,village
Q107032703,Marian Cwm,Marian Cwm,Marian Cwm,Marian Cwm,Denbighshire,hamlet
Q15517356,Marian Marloes,Marloes Mere,,,Pembrokeshire,human settlement
Q16037018,Mariandyrys,Mariandyrys,,,Anglesey,village
Q6761826,Marianglas,Marian-glas,Marian-glas,Marian-glas,Anglesey,village
Q6770972,Markham,Markham,Markham,Markham,Argoed,village
Q3403481,Marloes,Marloes,Marloes,Marloes,Pembrokeshire,village
Q602891,Marloes a Sain Ffraid,Marloes and St Brides,,,Pembrokeshire,community
Q13129956,Marros,Marros,Marros,Marros,Carmarthenshire,hamlet
Q6777286,Martletwy,Martletwy,Martletwy,Martletwy,Pembrokeshire,village
Q6781251,Maryland,"Maryland, Monmouthshire",Maryland,Maryland,Monmouthshire,hamlet
Q20597533,Mascle Bridge,Mascle Bridge,Mascle Bridge,Mascle Bridge,Pembrokeshire,village
Q6786950,Matharn,Mathern,Mathern,Mathern,Monmouthshire,village
Q6787320,Mathri,Mathry,Mathri,Mathri,Pembrokeshire,village
Q10995071,Mawddwy,Mawddwy,,,Gwynedd,community
Q107032704,Mawdlam,Mawdlam,Mawdlam,Mawdlam,Bridgend County Borough,village
Q6794448,Mawr,Mawr,,,City and County of Swansea,community
Q107032705,May Hill,May Hill,May Hill,May Hill,Monmouthshire,suburb
Q15252253,Mayals,Mayals,Mayals,Mayals,Mumbles,suburb
Q15252283,Mayhill,Mayhill,Mayhill,Mayhill,City and County of Swansea,suburb
Q107032706,Maypole,Maypole,Maypole,Maypole,Monmouthshire,hamlet
Q19609495,Mechell,Mechell,,,Isle of Anglesey,community
Q20599121,Medwaledd,Medwaledd,,,Powys,village
Q6809972,Meidrim,Meidrim,Meidrim,Meidrim,Carmarthenshire,village
Q3363693,Meifod,Meifod,Meifod,Meifod,Powys,village
Q17488387,Meinciau,Meinciau,,,Llangyndeyrn,village
Q16103615,Meinir,Meinir,,,Anglesey,village
Q25169445,Meisgyn,Miskin,Meisgyn,Miskin,Penrhiwceiber,village
Q6875781,Meisgyn,Miskin,,,Rhondda Cynon Taf,village
Q4923162,Melin Ifan Ddu,Blackmill,Melin Ifan Ddu,Blackmill,Bridgend County Borough,village
Q15265478,Melin y Parc,Parkmill,Parkmill,Parkmill,Swansea,village
Q14508609,Melin y Wig,Melin y Wig,Melin-y-wig,Melin-y-wig,Denbighshire,hamlet
Q10973398,Melin-cwrt,Melin-cwrt,Melin-cwrt,Melin-cwrt,Neath Port Talbot County Borough,village
Q107033359,Melin-wynt,Windmill,Melin-wynt,Windmill,Flintshire,human settlement
Q13130100,Melin-y-coed,Melin-y-Coed,Melin-y-coed,Melin-y-coed,Conwy County Borough,village
Q20599355,Melin-y-Ddôl,Melin-y-Ddôl,,,Llanfair Caereinion,hamlet
Q20599365,Melin-y-Graig,Melin-y-Graig,,,Banwy,hamlet
Q20599373,Melin-y-grug,Melin-y-grug,,,Powys,village
Q107032707,Melinau,Melinau,Melinau,Melinau,Pembrokeshire,hamlet
Q20599383,Melinbyrhedyn,Melinbyrhedyn,Melinbyrhedyn,Melinbyrhedyn,Powys,hamlet
Q107033357,Melincaeach,Melincaeach,Melincaeach,Melincaeach,Merthyr Tydfil County Borough,human settlement
Q107033358,Melincryddan,Melincryddan,Melincryddan,Melincryddan,Neath Port Talbot County Borough,human settlement
Q16548119,Melindwr,Melindwr,,,Ceredigion,community
Q20007215,Meline,Meline,,,Pembrokeshire,village
Q20599395,Mellington,Mellington,Melltyn,Mellington,Powys,village
Q107033360,Merehead,Merehead,Merehead,Merehead,Wrexham County Borough,human settlement
Q20599596,Merlin's Cross,Merlin's Cross,Merlins Cross,Merlins Cross,Pembrokeshire,suburb
Q26252083,Merrion,Merrion,,,Stackpole and Castlemartin,hamlet
Q20599608,Merry Green,Merry Green,,,Powys,village
Q13130114,Merthyr,Merthyr,Merthyr,Merthyr,Carmarthenshire,village
Q3404562,Merthyr Cynog,Merthyr Cynog,Merthyr Cynog,Merthyr Cynog,Powys,community
Q6820674,Merthyr Dyfan,Merthyr Dyfan,Merthyr Dyfan,Merthyr Dyfan,Vale of Glamorgan,neighborhood
Q3405886,Merthyr Mawr,Merthyr Mawr,Merthyr Mawr,Merthyr Mawr,Bridgend County Borough,community
Q752762,Merthyr Tudful,Merthyr Tydfil,Merthyr Tudful,Merthyr Tydfil,Merthyr Tydfil County Borough,town
Q20599671,Mesur-y-dorth,Mesur-y-dorth,Mesur-y-dorth,Mesur-y-dorth,Llanrhian,hamlet
Q112152879,Middle Hill,Middle Hill,,,Freystrop,hamlet
Q107033361,Middleton,Middleton,Middleton,Middleton,City and County of Swansea,village
Q60922754,Middletown,Middletown,Treberfedd,Middletown,Powys,hamlet
Q6851138,Milebrook,Milebrook,,,Powys,village
Q60846318,Milford,Milford,,,Newtown and Llanllwchaiarn,hamlet
Q61052253,Millbrook,Millbrook,,,Powys,village
Q20599924,Millin Cross,Millin Cross,Millin Cross,Millin Cross,Pembrokeshire,hamlet
Q6860272,Milo,"Milo, Carmarthenshire",Milo,Milo,Carmarthenshire,village
Q20599888,Milton,Milton,,,Gladestry,hamlet
Q107033362,Milwr,Milwr,Milwr,Milwr,Flintshire,suburb
Q20599955,Min-Gwern,Min-Gwern,,,Powys,village
Q107033363,Minffordd,Minffordd,Minffordd,Minffordd,Gwynedd,hamlet
Q6864597,Minffordd,Minffordd,Minffordd,Minffordd,Gwynedd,village
Q13130165,Minllyn,Minllyn,Minllyn,Minllyn,Gwynedd,hamlet
Q6871218,Minwear,Minwear,Mynwar,Mynwear,Pembrokeshire,village
Q13130168,Mochdre,Mochdre,Mochdre,Mochdre,Powys,community
Q6887543,Mochdre,Mochdre,Mochdre,Mochdre,Conwy County Borough,village
Q20600097,Modrydd,Modrydd,,,Powys,village
Q13130180,Moel Ddolwen (bryngaer),Moel Dolwen Camp,Moel Ddolwen,Moel Ddolwen,Powys,contour fort
Q106709828,Moel y Ci,Moel y Ci,Moelyci,Moelyci,Gwynedd,hill
Q13130178,Moel-y-don,Moel-y-don,,,Anglesey,village
Q20600395,Moel-y-garth,Moel-y-garth,,,Guilsfield,hamlet
Q20600401,Moel-y-Main,Moel-y-Main,,,Powys,village
Q3397276,Moelfre,Moelfre,Moelfre,Moelfre,Isle of Anglesey,community
Q21030601,Moelfre,Moelfre,Moelfre,Moelfre,Conwy County Borough,hamlet
Q20600429,"Moelfre, Powys",Moelfre,Moelfre,Moelfre,Powys,hamlet
Q15989245,"Moelfryn, Ceredigion",Moelfryn,,,Ceredigion,village
Q107033364,Moelycrio,Moelycrio,Moelycrio,Moelycrio,Flintshire,hamlet
Q20600455,Moity,Moity,,,Glasbury,village
